id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
NBD024,《你笨蛋，你笨蛋》,013.李敖与民歌.txt,李敖与民歌,"人在牢里，要会自欺欺人。自欺者，抬出新人生观来骗自己也。“往事只能回味”是旧人生观，新人生观就积极多了，“另外找一位”，就积极十足。比“另外找一位”更积极的是：不去想她而能忘我。所以，《忘了我是谁》就应声而出。
大约在我39岁那年，1974，有一天，给我送饭送水的一个外役，搞到几“块”破报纸，他说他喜欢搜集歌词，以备他作谱消遣。如我能写几首歌词同他交换，这几“块”报纸便是李先生的了。我同意了。就立刻写了几首，其中一首就是《忘了我是谁》：
忘了我是谁。
出狱后，这歌词我发表在1979年9月18日《中国时报》，新格公司作为“今韵奖”第一名推出，由许翰君作曲、王海玲演唱，引起轰动。事实上，我认为作曲和演唱都比歌词好，那时许翰君是大学生、王海玲是中学生。这首歌词“忘了我是谁”五个字，后来变成台湾报刊常用语，经常用在标题上。传说这歌是我为胡茵梦作的，绝对错误，因为在牢中写它时无特定对象，眼前只是一面白墙。写的好像情歌，但没发情，看白墙怎么发情？只是想看报纸耳。",困境中也能把交换变成创造,李敖在牢里为换破报纸而写歌词，动机很小，却意外让作品进入公共记忆。人生中不要轻看艰难处境里的临时办法，很多创造并不是在理想条件下诞生，而是在缺纸、缺钱、缺自由时被逼出来；只要还肯动脑，困境也能留下作品。,困境;创造;作品
NBD025,《你笨蛋，你笨蛋》,013.李敖与民歌.txt,李敖与民歌,"我第一次坐政治犯牢在1971到1976，也就是从36岁坐到41岁，先是一个人关了一年，在警备总部保安处，后来移监到景美军法处。在军法处，年复一年不准看报，所得消息，但凭新进牢的人口耳相传，最新世界大事所得不多，最新流行歌曲倒听了不少，因为大家无聊，以唱歌自遣者比比皆是。有一次，一群小流氓们个个会唱刘家昌的《往事只能回味》，歌词是：“时光一逝永不回，往事只能回味，忆童年时竹马青梅，两小无猜，日夜相随，春风又吹红了花蕊，你也已经添了新岁，你就要变心，像时光难倒回，我只有在梦里相依偎。”当时我没见到歌词，把内容听得模模糊糊，最后一句“我只有在梦里相依偎”，我听成“我只好另外找一位”。出狱以后，偶然机会看到歌词，才恍然失笑。但却觉得，我的误听后的新词，其实比刘家昌那小子的原词还高明呢！情人走了，你另外找一位，岂不比梦里留恋更积极嘛？
人在牢里，要会自欺欺人。自欺者，抬出新人生观来骗自己也。“往事只能回味”是旧人生观，新人生观就积极多了，“另外找一位”，就积极十足。比“另外找一位”更积极的是：不去想她而能忘我。所以，《忘了我是谁》就应声而出。
李敖 2007年7月4日
（附记）",别困在回味里，要另找出口,李敖把误听的“梦里相依偎”改成“另外找一位”，说这才有新人生观。人生中失去、错过、分离之后，沉溺回味固然动人，却未必救人；真正积极的活法，是允许自己转身，另找一条路、另开一扇门、另向未来伸手。,失去;转身;积极
NBD026,《你笨蛋，你笨蛋》,014.我写《虚拟的十七岁》.txt,我写《虚拟的十七岁》,"新时代的思想家、文学家出现了，就是李敖，他创造了《虚拟的十七岁》、创造了“朱仑症”和“朱仑现象”。因为“朱仑症”，凄艳的高中女生成了抵抗科技疯狂的牺牲者；因为“朱仑现象”，这一牺牲给了人类最后的余光。
高中女生17岁，是李敖的模特儿。在她肉身上，李敖灵修出《虚拟的十七岁》。
那远去的17岁，名字是C·J·周，在台北市朱仑街念了高中，她是《虚拟的十七岁》的模特儿，我写下“朱仑”，一如写下了她的名字。",年轻身体和成熟头脑是难得的好梦,李敖借《虚拟的十七岁》谈人类对青春身体和年深头脑的想象，提醒这愿望美好却不容易。人生中既要珍惜年轻时的勇气，也要珍惜年长后的判断；最可惜的是年轻时没有方向，成熟后又没有力气，所以人要尽早训练头脑，也要尽量保存行动力。,青春;成熟;行动力
NBD027,《你笨蛋，你笨蛋》,014.我写《虚拟的十七岁》.txt,我写《虚拟的十七岁》,"新时代的思想家、文学家出现了，就是李敖，他创造了《虚拟的十七岁》、创造了“朱仑症”和“朱仑现象”。因为“朱仑症”，凄艳的高中女生成了抵抗科技疯狂的牺牲者；因为“朱仑现象”，这一牺牲给了人类最后的余光。
高中女生17岁，是李敖的模特儿。在她肉身上，李敖灵修出《虚拟的十七岁》。
那远去的17岁，名字是C·J·周，在台北市朱仑街念了高中，她是《虚拟的十七岁》的模特儿，我写下“朱仑”，一如写下了她的名字。",科技疯狂需要文学想象来抵抗,李敖用小说创造概念来面对现代知识和科技的疯狂，说明文学不只是讲故事，也是在给时代危险命名。人生中面对新技术、新权力和新诱惑，不能只问它能不能做，还要问它会把人带到哪里；想象力有时是伦理判断的前哨。,科技;文学;伦理
NBD028,《你笨蛋，你笨蛋》,015.从《马偕行医图》到黄达夫.txt,从《马偕行医图》到黄达夫,"英国文学家王尔德（Wilde）在《少奶奶的扇子》（Lady Windermere’s Fan）里，讽刺“犬儒主义者”（cynic），说此辈但知“价格”（the price）而不知“价值”（the value）（A man who knows the price of everything and the value of nothing.）。Rita何是被我戏称的“台独”分子，尚不足上语“犬儒”水平，但她未能整体看出全部作业的“价值”，我又吃了一惊。因我认为英国回来的Rita何，一定听过王尔德这句话。
也许我不该设定有两个他。但我相信他面临了“价值反应”和“价格反应”的困惑。“价值反应”是“第一念头”，往往是至善的；“价格反应”是“第二念头”，就杂念四起了。当“第二念头”继起的时候，我们可以冒出100个理由问心无愧，但是，当时过境迁以后，问心是无愧了，但却于心有憾了。
富兰克林（Franklin）在《可怜的理察历书》（Poor Richard’s Almanack）里，提醒人们“钱的价值”（the value of Money），他把Money有意大写，并且与value衔接，似乎提醒我们把“价格化”的金钱升等到“价值化”的意味。黄达夫院长为陈耀昌医师《生技魅影》一书写序，赞美陈耀昌“善尽知识分子的社会责任”，当年我为每人50万义助慰安妇、捐出100件艺术品义卖3000万的时候，其中100万，是由陈耀昌医师“买单”的，那是一件胡适写给李敖的条幅，若照“价格论者”的评价，当年陈耀昌医师似应讨价还价。但是，“善尽知识分子的社会责任”的名医，自是“价值论者”，他在《生技魅影》的新书发表会上，还悬挂了胡适这幅字给大家看、给李敖看。我并没对这件“吾家旧物”的离我而去而伤情，因我割爱了这幅字，却义助了两位慰安妇，每人50万，又何乐而不为？胡适先生死而有知，也会乐见这样牺牲了纪念品吧？",不要把价值降成价格,李敖谈《马偕行医图》义卖，区分艺术、情义、道德目的和市场价格，提醒人不要只知道东西多少钱，却不知道它值什么。人生中很多决定也如此：价格是账面数字，价值却包括记忆、善意、用途和时机；若只按钱来衡量，人会越来越精明，也越来越贫乏。,价值;价格;善意
NBD029,《你笨蛋，你笨蛋》,015.从《马偕行医图》到黄达夫.txt,从《马偕行医图》到黄达夫,"加拿大的义人马偕，飘洋过海来到了东方、来到了中国台湾。从青春到老去，他为台湾，辛苦了30年。他传教、他拔牙，拔了2万1000颗牙。1901年，20世纪的第一年，他死在淡水。台湾岛上的人们，用医院纪念他、用学校纪念他、用文献纪念他，但是，人们遗漏了艺术，台湾岛上该有一幅名画纪念他，画的名字就是《马偕行医图》，就缺这张画，人们给忘了。
演讲一小时内，黄达夫院长坐在台下第一排，显然被我说动了。他最后做了动人的结论。
也许我不该设定有两个他。但我相信他面临了“价值反应”和“价格反应”的困惑。“价值反应”是“第一念头”，往往是至善的；“价格反应”是“第二念头”，就杂念四起了。当“第二念头”继起的时候，我们可以冒出100个理由问心无愧，但是，当时过境迁以后，问心是无愧了，但却于心有憾了。",第一念头里的善意最该抓住,李敖说人的第一念头常常至善，第二念头才杂念四起，因为计算、面子和得失会把善意削小。人生中若一瞬间真想帮人、想成全一件好事，就要尽快让它落地；拖得太久，善心会被聪明话包围，最后只剩下漂亮理由。,善意;行动;犹豫
NBD030,《你笨蛋，你笨蛋》,017.吾从其丑.txt,吾从其丑,"戏剧中看来像配角的，其实却是主角之一，那就是丑角。丑角使戏剧免于枯燥，并说出太多的反讽与真话。这种反讽与真话，在争取言论自由史上，更展现出张力；在中国戏剧中，尤为明显。王国维有《优语录》之作，举证历历。丑角在哈哈一笑的喜感中，偷关漏税，搞犯颜、进谏、开玩笑的勾当，比较容易被忽略、被原谅、免予计较，当然也有送了命的，清朝丑角刘赶三是也。
身为丑角，每有其独特造型，电影中的卓别林（Charlie Chaplin）、马戏团的凯利（Emmett Kelly）都属之。正点说来，则是传统中“净脸丑角”（the neat-faced traditional clown），就是脸上涂白底妆，马歇马叟（Marcel Marceau）典型俱在。在中国戏剧中，虽有“净脸丑角”的变体，像《巧连环》中的时迁、《巴骆和》中的胡里、《生辰纲》中的阮小七、《花蝴蝶》中的蒋平、《马上缘》中的陈金定、《博望坡》中的夏侯兰等等。基本上，多是以“方巾丑”（文丑）这型为正传，再由演出者出神入化。当年京剧名丑萧长华、马富禄、刘斌昆等等，在在皆以丑表功，今则丑流云散矣。
吴兆南先生有心人也，他不忍云散，乃独出将相、粉墨自登，演出《百丑图》在世。图成之日，他托弟子侯冠群邀我写序：“倘蒙惠赐序言，不啻点石成金。”我不敢当、也不敢辞，敬佩之余，聊作笔上引介，涂抹青红，以待知者。",小角色也能说最大真话,李敖谈丑角，认为它虽是配角，却能借笑犯颜、说出正面人物不便说的话。人生中不要轻看边缘位置，有时越不在中心，越能保留自由；幽默、反讽和自嘲不是低级手段，而是绕过威权和体面、把真话送出去的聪明方式。,幽默;真话;边缘
NBD031,《你笨蛋，你笨蛋》,018.石齐平《中国大趋势》序.txt,石齐平《中国大趋势》序,"社会主义是什么，马克思主义是什么，过去我们并没有完全搞清楚。马克思主义的另一个名词就是共产主义。我们多年奋斗就是为了共产主义，我们的信念理想就是要搞共产主义……共产主义……各尽所能，按需分配。按需分配，没有极大丰富的物质条件是不可能的。要实现共产主义，一定要完成社会主义阶段的任务。社会主义的任务很多，但根本一条就是发展生产力，在发展生产力的基础上体现出优于资本社会，为实现共产主义创造物质基础。
从上面三段谈话里，邓小平坦白道出：实现共产主义得先有产可共。产就是“物质基础”。贫穷的社会是不能按需分配的，没有“物质基础”，搞什么主义，“事实上不够格”的。邓小平并预言，要到21世纪中叶时，“才能说真的搞了社会主义。”
为了给中国建立“物质基础”，我们不能无忧。因为“中国大趋势”最后情归何处，我们不能不做先知式的思考。毕竟“美国大趋势”、“资本主义大趋势”，我们已经领教过了、预见到了。原来人类要有8个地球，才能维系美式奢靡和美式“全球化”，可是，我们有8个地球吗？",理想需要物质基础托住,李敖说贫穷不能支撑主义，理想若没有物质基础，容易只剩口号。人生中谈抱负、信念和道德，也不能回避现实条件；先让人活得下去、社会有生产力、个人有基本资源，理想才有落地的重量，否则越高调越空。,理想;现实;基础
NBD032,《你笨蛋，你笨蛋》,018.石齐平《中国大趋势》序.txt,石齐平《中国大趋势》序,"社会主义和市场经济之间不存在根本矛盾。问题是用什么方法才能更有力地发展社会生产力。我们过去一直搞计划经济，但多年的实践证明，在某种意义上说，只搞计划经济会束缚生产力的发展……我们发挥社会主义固有的特点，也采用资本主义的一些方法（是当作方法来用的），目的就是要加速发展生产力。在这个过程中出现了一些消极的东西，但更重要的是，搞这些改革，走这样的路，已经给我们带来了可喜的结果。中国不走这条路，就没有别的路可走。只有这条路才是通往富裕和繁荣之路。
什么是“终极目标”？扼要的说，就是邓小平口中“为实现共产主义创造物质基础”的极限问题，在没有8个地球的先决条件下，我们的“终极目标”不在比阔比高，而是要把吃人害人的美国掐住按住，把魔鬼打回原形。我们必须要拖垮美国，否则的话，美国会将我们拖垮。
我的好朋友石齐平，他以《中国大趋势》专书探讨中国前途，体大思精，令人赞佩。他要我写篇序，我赞佩之余，特以大趋势后的“终极目标”，聊做补充。盼齐平勿以吾言河汉，进而就中国大趋势后的大趋势，奋而著书、振聋醒聩。那时我再来写序，就更光荣了。",方法可以借用，终极目标不能丢,李敖谈改革与发展，承认有时必须借用有效方法，但同时警惕被副作用拖离终极目标。人生中做事也常要借工具、学对手、走迂回路；危险不在借用本身，而在走着走着忘了为什么出发，最后把手段供成了神。,方法;目标;改革
NBD033,《你笨蛋，你笨蛋》,018.石齐平《中国大趋势》序.txt,石齐平《中国大趋势》序,"为了给中国建立“物质基础”，我们不能无忧。因为“中国大趋势”最后情归何处，我们不能不做先知式的思考。毕竟“美国大趋势”、“资本主义大趋势”，我们已经领教过了、预见到了。原来人类要有8个地球，才能维系美式奢靡和美式“全球化”，可是，我们有8个地球吗？
我的好朋友石齐平，他以《中国大趋势》专书探讨中国前途，体大思精，令人赞佩。他要我写篇序，我赞佩之余，特以大趋势后的“终极目标”，聊做补充。盼齐平勿以吾言河汉，进而就中国大趋势后的大趋势，奋而著书、振聋醒聩。那时我再来写序，就更光荣了。
（后记）
这篇序，在我的祖国被禁止，所以石齐平的书，有正文没有序了。齐平把序影印了N份，夹在书中，四处发送，成了土法炼钢的言论自由了。",空间有限也要发明传播出口,李敖写序遭禁后，石齐平用“土法炼钢”的方式夹带传播，显示真正想表达的人不会只等宽阔大道。人生中当正式渠道被堵住，可以换形式、换路径、换节奏，只要不放弃内容本身，有限空间也能长出办法。,表达;传播;变通
NBD034,《你笨蛋，你笨蛋》,019.给华严的一封信.txt,给华严的一封信,"华严：
好吧，就照你的意思，这样称呼你了。我已行年70有6，也该老得目无尊长了。找出一封你在1964写给我的信，转眼46年，岁云暮矣，难怪今年1月，北京团结出版社竟出《暮年李敖的狂飙岁月》为书名的书，看来无所逃于“暮气沉沉”。我现在每日赶工写大书，期于5年内完成《李敖大全集》第41册到80册，5年后80大寿时出版全套大全集80册。神经吧？连《大英百科全书》都不出纸本书了，我还逆流而上，垂全集以自见，真是末代文擘了。
去年来台60年，应凤凰电视之邀，做了连续一周的专辑《笑傲六十年 有话说李敖》，其中有风华绝代者照片，附上DVD，请你过目。照片是取自你送我的那本写真集的（该书在《智慧的灯》一帧下说明疑误，似是张隆延题签的，非叶大使也）。
另附上《从<马偕行医图>到黄达夫》一文影本及该图照片，如有识货者出600万，就由出资者收藏或慨捐给马偕医院或振兴医院，幸为我留意买主。黄达夫为德不卒，将贻终身悔恨，令人遗憾。高信疆终告不治，我送了60万给他买了坟，当年他为了我开罪余老板，真够朋友也。
你的电话，小屯转告我了，你太客气了。为明公讲几句话是应该的。至于文心对谈，我出之以爽约，实因怕说过头，反倒不好，文心她们或不尽知我用心，你当然知道。明公得享大年，打破一般养生郢说，令人惊叹。究其真因，乃“我爱华严”使然。电视画面看到他提到你时，为之鼓掌，他哭了，哭得一派真情。叶大使对你也有哭的真情，天啊，风华绝代者被姓叶的包围了。
拉杂乱写一阵，日后再续。
华严大好
李敖 2010年3月7日夜
（后记）
这封信中提到黄达夫“为德不卒”的话，事实上是“言而无信”。黄达夫这个人怪怪的，总以为他们的“道德”高于别人，可以以自己的无信裁判别人。其实，长年用杀人犯做和信医院医生的，就是他们的“道德”，最后东窗事发，给抓起来了。",老去仍可逆流完成大工程,李敖给华严写信时仍在赶《大全集》工程，显示年纪大并不等于只能收摊。人生到后半程，最怕把衰老当成停工许可证；只要还有必须完成的见证，就该逆流而上，把能整理的整理、能交代的交代，让生命在收束中仍有产出。,老年;工程;完成
NBD035,《你笨蛋，你笨蛋》,019.给华严的一封信.txt,给华严的一封信,"华严：
好吧，就照你的意思，这样称呼你了。我已行年70有6，也该老得目无尊长了。找出一封你在1964写给我的信，转眼46年，岁云暮矣，难怪今年1月，北京团结出版社竟出《暮年李敖的狂飙岁月》为书名的书，看来无所逃于“暮气沉沉”。我现在每日赶工写大书，期于5年内完成《李敖大全集》第41册到80册，5年后80大寿时出版全套大全集80册。神经吧？连《大英百科全书》都不出纸本书了，我还逆流而上，垂全集以自见，真是末代文擘了。
去年来台60年，应凤凰电视之邀，做了连续一周的专辑《笑傲六十年 有话说李敖》，其中有风华绝代者照片，附上DVD，请你过目。照片是取自你送我的那本写真集的（该书在《智慧的灯》一帧下说明疑误，似是张隆延题签的，非叶大使也）。
另附上《从<马偕行医图>到黄达夫》一文影本及该图照片，如有识货者出600万，就由出资者收藏或慨捐给马偕医院或振兴医院，幸为我留意买主。黄达夫为德不卒，将贻终身悔恨，令人遗憾。高信疆终告不治，我送了60万给他买了坟，当年他为了我开罪余老板，真够朋友也。
你的电话，小屯转告我了，你太客气了。为明公讲几句话是应该的。至于文心对谈，我出之以爽约，实因怕说过头，反倒不好，文心她们或不尽知我用心，你当然知道。明公得享大年，打破一般养生郢说，令人惊叹。究其真因，乃“我爱华严”使然。电视画面看到他提到你时，为之鼓掌，他哭了，哭得一派真情。叶大使对你也有哭的真情，天啊，风华绝代者被姓叶的包围了。
拉杂乱写一阵，日后再续。
华严大好
李敖 2010年3月7日夜
（后记）
这封信中提到黄达夫“为德不卒”的话，事实上是“言而无信”。黄达夫这个人怪怪的，总以为他们的“道德”高于别人，可以以自己的无信裁判别人。其实，长年用杀人犯做和信医院医生的，就是他们的“道德”，最后东窗事发，给抓起来了。",善事做不到底会折损道德姿态,李敖提到“为德不卒”和言而无信，提醒人善意若半途失约，留下的常不是小瑕疵，而是对人格的反噬。人生中答应帮人、承诺成事，最要紧的是做到底；开头漂亮而结尾落空，会让原先的善心也变得可疑。,承诺;信用;善事
NBD036,《你笨蛋，你笨蛋》,020.《李敖大全集》大陆新版序.txt,《李敖大全集》大陆新版序,"1986年，邓小平接受美国哥伦比亚广播公司记者访问。那次访问，有很坦白的对话，中间涉及了海峡两岸的优劣比较。邓小平说：
至于比较台湾和大陆的发展程度，这个问题要客观地看。差距是暂时的。拿大陆来说，我们建国37年来，有些失误，耽误了，但根据大陆的现行政策，发展速度不会慢，距离正在缩小……大陆的潜力还没有发挥，肯定会很快发挥出来的。而且就整体力量来说，现在大陆比台湾强得多。所以单就台湾国民平均收入比大陆现在高一些这一点来比较，是不全面的。
在中国台湾、在海峡这边，经过几十年的殊死战，我的丛书已经完全不加查禁了。但是，我并不乐见这一单项发展只在中国台湾、只在海峡这边。“综合国力”涵盖的单项很多，邓小平说：“单就台湾国民平均收入比大陆现在高一些这一点来比较，是不全面的。”这话说得有道理。但是，除了“国民平均收入”以外，有些单项，大可不必落后的，也不必甘落人后啊，单项不止于“国民平均收入”啊。",别用单项优越遮住整体差距,李敖比较大陆与台湾时提醒，不能只挑一个局部来证明全局胜利。人生中看自己、看组织、看时代，都要避免用单项优势自我麻醉；一个人某件事做得好，不代表整体健康，真正的判断要看结构、趋势和总账。,格局;比较;总账
NBD037,《你笨蛋，你笨蛋》,020.《李敖大全集》大陆新版序.txt,《李敖大全集》大陆新版序,"远在1949年，国民党逃到台湾起，这个伪政权，就大力打压言论自由——伪宪法中白纸黑字保障的言论自由。在漫漫长夜中，先后有两道星火，更是伪政权大力扑灭的对象：一个是胡适发端的《自由中国》杂志，一个是李敖殿后的《文星》杂志。
45年前，在国民党大力扑灭《文星》杂志的时候，我曾说：“文星是一道主流，虽然这主流反对国民党，但反对之道，还有规格可寻、还可聚合各路细流，成为高明的导向；文星一旦没了，主流就会变成乱流，国民党早晚会更惨，还要赔上国家的命脉和别人的青春。国民党有一天会知道：当一切情势改变了的时候，他们将欲求有《文星》而不可得！甚至欲求有《自由中国》而不可得！他们那时候才会发现——迟来的发现——《文星》、《自由中国》式的反对他们，是太客气了的！可惜笨得要命的国民党永远不会明白，他们总是不见棺材不流泪。马歇尔（George C. Marshall）说国民党会做好事但总做得太迟，他的看法，真是一针见血了！”
2010年到了，我收到中国友谊出版公司的佳音，要出版新版《李敖大全集》了。这一新版，“在1999年版的基础上恢复增加篇目近百篇，文字140余万字，几近台湾版《李敖大全集》的全貌。”几近台湾版的全貌，说明了邓小平“距离正在缩小”的前景，并非虚言，“大陆的潜力”，正在发挥了。问题是我现在行年76岁，我计划80岁时，再加出一倍台湾版的《李敖大全集》，就是由目前的40册变成80册，前无古人，后无来者，为“综合国力”，更百尺竿头。到时候，出版社恐怕更得新版又新版、更得赶了。不过，也不必忧虑。第一、我未必活得到80岁，未满80身先死，自不发生出书问题。第二、到时候全世界已不出纸本书了，都网络电子起来了，没人给我出纸本书了，也不发生出书问题了。",有规格的反对是一种资产,李敖怀念《自由中国》《文星》式有规格的反对，认为当权者扑灭它，最后也会后悔。人生中面对反对意见，不要只看它刺耳不刺耳，而要看它有没有知识、责任和方法；高质量的异议能帮人校正方向，消灭它等于拆掉自己的警报器。,反对;异议;社会资产
NBD038,《你笨蛋，你笨蛋》,020.《李敖大全集》大陆新版序.txt,《李敖大全集》大陆新版序,"四分之一世纪过去了，邓小平的预言，早已成真，他口中的“整体力量”的国力，已化为“综合国力”驰骋世界。而海峡对岸的国民党伪政权足以夸口的诸多单项“发展程度”，相形之下，也就“缩小”了、乃至瞠乎其后了。
李敖这句“不查禁李敖的书，原来也不会亡党亡国呢！”名言，其实是一句双面论。对当年的国民党而言，这是一种轻怨薄怒；但对今后的共产党而言，却是一种醍醐灌顶。对李敖的言论自由开放又再开放，不代表示弱，而代表有自信、代表我们共产党有自信受得了你。“让他们骂，骂得无理，我们反驳，骂得有理，我们接受”，这不正是1956年4月25日毛泽东《论十大关系》中的话吗？多么有自信心啊！
2010年到了，我收到中国友谊出版公司的佳音，要出版新版《李敖大全集》了。这一新版，“在1999年版的基础上恢复增加篇目近百篇，文字140余万字，几近台湾版《李敖大全集》的全貌。”几近台湾版的全貌，说明了邓小平“距离正在缩小”的前景，并非虚言，“大陆的潜力”，正在发挥了。问题是我现在行年76岁，我计划80岁时，再加出一倍台湾版的《李敖大全集》，就是由目前的40册变成80册，前无古人，后无来者，为“综合国力”，更百尺竿头。到时候，出版社恐怕更得新版又新版、更得赶了。不过，也不必忧虑。第一、我未必活得到80岁，未满80身先死，自不发生出书问题。第二、到时候全世界已不出纸本书了，都网络电子起来了，没人给我出纸本书了，也不发生出书问题了。",能开放批评是自信不是示弱,李敖说批评若无理可以反驳，有理就该接受，开放言论本身代表一种自信。人生中一个人越怕别人指出问题，越说明内在不稳；真正有力量的人不怕被检验，因为他知道反驳和修正都比封口更能保全尊严。,批评;自信;修正
NBD039,《你笨蛋，你笨蛋》,021.有感于年复一年的《美国人权纪录》.txt,有感于年复一年的《美国人权纪录》,"我每年都仔细看过这种美国人权纪录，材料翔实、论证明确，写得也很用心。问题是，这种宣传，会不会太“被动”了？太“有远弗届”了？
何以说“被动”？每年都在美国指斥中国之后，中国才指斥美国，这不“被动”吗？你报告来，我报告往，这不“被动”吗？不能在报告对报告外，另开战场，主动拆穿美国的伪善与它在人权上的恶形恶状，这不“被动”吗？以西藏为例，美国口口声声说达赖是人权斗士、宗教领袖、慈悲与和平象征，年复一年这样宣传、这样白宫接见，中国为什么不向世界大力公布达赖统治下的黑暗人权纪录？那种迫害农奴、挖人眼睛、砍人手臂的酷刑纪录？连美国自己都部分解密当年鼓动达赖武装反中国的档案了，中国为什么不据以大力宣传、据以向世界拆穿：达赖是哪门子人权斗士？哪门子宗教领袖？哪门子慈悲与和平象征？",被批评时不要只被动回嘴,李敖批评年复一年被美国骂后才发表《美国人权纪录》，认为回应不能总是等对方出手。人生中面对攻击或质疑，防守当然必要，但若永远被动，就会被对方决定题目、节奏和战场；真正有能力的人会主动提出证据、转换场域，争回解释权。,回应;主动;解释权
NBD040,《你笨蛋，你笨蛋》,021.有感于年复一年的《美国人权纪录》.txt,有感于年复一年的《美国人权纪录》,去年我应刘长乐老板之邀，在凤凰电视做了一整周的来台60年专辑《有话说李敖》，为了使专辑精彩，我特别到故宫博物院的库房里，跟正本《南京条约》合照了一张相。《南京条约》使中国挨打、丢了香港。如今，在中国共产党的当政下，香港收回了，没人敢打中国了。我多么盼望，有朝一日，也没人敢骂中国了，因为中国会回嘴、会象样的回骂，不是吗？大画家齐白石说：“人骂我，我也骂人。”我改写一句：“我骂人，人也骂我，但他骂不过我。”这样才象话啊。,批评别人也要经得起别人回骂,李敖说“我骂人，人也骂我，但他骂不过我”，重点不是好斗，而是批评必须有承受反击的本事。人生中若要指出别人的错，就要准备接受检验、追问和反批评；只想单向审判别人，却不许别人照见自己，那不是正义，是脆弱的优越感。,批评;承受;检验
NBD041,《你笨蛋，你笨蛋》,021.有感于年复一年的《美国人权纪录》.txt,有感于年复一年的《美国人权纪录》,"何以说“有远弗届”？当年共产党对付国民党，一个口号是“你到我家来，我到你家去”，具体证明是你要我的延安，我取你的南京。共产党当年是很会宣传的。今天的世界太复杂了，宣传工具也坐大了，美国在全世界作恶，但是它作恶形象却被抹杀、被忽略、被稀释、被缓冲、被拉到“陪斩”（模式是：每骂美国，就搭配中国一起骂），推动这些“救美”的动作，倚靠的是所谓美国“软实力”，尤其是它强大的媒体力量（包括通讯社、报纸、杂志、广播、电视、网络、美式生活、艺术、蓝波式爱国电影等等），排山倒海而来，积非成是，无远弗届。相对的，中国“我到你家去”的宣传，就太弱了、太弱了。如果弱在个人，犹可自成一说；弱在国家，就无以自解了。中国要反省：为什么我们的宣传比起来弱了？抓得太紧对弱国也许自成一说，对强国就说不过去了，因为你会失掉宣传上的竞争能力。美国形式上说他们有言论自由，其实是假的，因为现代的言论自由不能站在肥皂箱上，海德公园式的言论自由是不够的、无力的，美国虽然有海德公园式的言论自由，但是进入大媒体（大报社、大电视台等）的自由，却是被筛选的，一般人并没有这种登堂入室的自由。但是，由于大媒体间的竞争与制衡，对外有竞争能力，衬出来有言论自由的假象。但是，相对的，中国连这种竞争与制衡的机制也没有，所以一旦“我到你家去”，就使不上劲了。去不了人家家、进不去全世界，“有远弗届”，这种宣传，就称不上是强国的宣传了，中国不是强国吗？但你的“美国人权纪录”，却比不上他的“中国人权纪录”传得远，难道不该检讨吗？强国的宣传是关着门给自己看吗？
去年我应刘长乐老板之邀，在凤凰电视做了一整周的来台60年专辑《有话说李敖》，为了使专辑精彩，我特别到故宫博物院的库房里，跟正本《南京条约》合照了一张相。《南京条约》使中国挨打、丢了香港。如今，在中国共产党的当政下，香港收回了，没人敢打中国了。我多么盼望，有朝一日，也没人敢骂中国了，因为中国会回嘴、会象样的回骂，不是吗？大画家齐白石说：“人骂我，我也骂人。”我改写一句：“我骂人，人也骂我，但他骂不过我。”这样才象话啊。",传播能力本身就是实力,李敖从中美宣传能力差距谈起，指出强国若说不过别人，实力就少了一块。人生中好东西、真道理、硬证据若表达不出来，也会被噪音压住；会做事还要会说明，会判断还要会传播，否则别人替你命名，你只能在别人的叙事里挣扎。,传播;表达;实力
