id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
LZWJ011,《李敖杂文集》,005.退孙中山的票.txt,退孙中山的票,1900年的7月24日，一群搞革命的中国人，为了取得外国人的援助，联名写了一封信给香港总督。这封信可说是集“告洋状”的大成。首先说他们想“挽救”“时艰”但是自感“势力微弱”、“政府冥顽”、大臣“观望”，他们想“定乱苏民”，要找谁呢？最后好了，他们找到英国、找到英国殖民地总督，“深知贵国素敦友谊，保中为心；且商务教堂，遍于内地。故某等不嫌越分，呈请助力，以襄厥成，愿借殊勋，改造中国。”他们告诉洋人说：“我南人”（我们南方人），要单独跟洋人合作，并且“机不可失，合则有成。”如果洋人肯帮他们，并且代为“转商同志之国，极力赞成”，完成大事后，“受其利者，又不特华人已也”。为什么洋人也占便宜呢？因为他们事先承诺了条件。条件是他们愿为洋人的安全与方便“迁都”；愿意还洋人债务；愿意放弃关税自主，“如关税等类，如有增改，必先与列国妥议而行”；愿意在铁路、矿产、船政、工商各业方面，让洋人“分沾利益”；最后还愿意照洋人司法制度来改革，“大小讼务，仿欧美之法，立陪审人员，许律师代理，务为平允，不以残刑致死，不以拷打取供。”,理想支票要看兑现,动听的承诺若长期不兑现，就只是空头支票。无论它挂着多大的名义、出自多响亮的祖师，真正的检验都在制度有没有落地、人民有没有得到；人生中看人看事，也应少看宣称，多看兑现。,承诺;兑现;现实检验
LZWJ012,《李敖杂文集》,005.退孙中山的票.txt,退孙中山的票,"这一集“告洋状”大成的文件中，有的不无丧权辱国之处，有的倒也颇有现代化观念，例如它主张进行司法改革，“仿欧美之法，立陪审人员”，就是与人为善的。所以，虽然写信的基本立场是里通外国，但其内容，荒谬之中也有可取者在。
联名写这封信的中国人，在写信后的十二年间，有的被砍头了，有的下落不明了。但有一个人却飞黄腾达起来，最后做了国民党的总理，他就是孙中山。由于孙中山的显赫，这封信，也进了《国父全集》、成为《总理遗教》，他的信徒们，自然也就不得不实行了。不过，九十年过去了，孙中山“仿欧美之法，立陪审人员”的遗教，似乎还在退票中。因为在他生前死后，所谓陪审陪审，丝毫没有一点影儿。
也许有人打哈哈说，影儿总有一点吧？例如中共的宪法中，不是有“人民法院审判案件实行人民陪审员制度”吗？",真正的制度会让权力不方便,凡是只让权力好看、却不让权力受约束的设计，多半不是真改革。真正有用的制度常常会让当权者感到不方便，因为它把判断、监督和程序分给别人；判断一项改革真假，就看它是否愿意付出这种不方便。,权力制衡;制度;改革
LZWJ013,《李敖杂文集》,006.义助慰安妇.txt,义助慰安妇,在这时候，在世界公议的压力下，日本人乃想出躲过国家责任的花样，由所谓民间团体丢出五十万，分别与每个慰安妇“私了”，非但二次羞辱慰安妇，并且用这一“成交”，来蒙混侵略者“战争犯罪”的真相，用心至为卑鄙可恶。,私了不能替公共责任脱罪,有些伤害不是给一点钱、找个民间名义私下处理就能了结，因为它牵涉公共责任、历史事实和受害者尊严。面对重大不义，真正的补偿必须先承认真相和责任；若用“成交”换沉默，只是在替加害者脱罪。,责任;正义;历史
LZWJ014,《李敖杂文集》,006.义助慰安妇.txt,义助慰安妇,自来妇女不幸沦为妓女的，或为家庭、或为穷困、或为救夫、或为援子，她们的舍身，多少有正面的意义，但被日本人强迫做慰安妇，意义是负面的，日本人毁了她们一生，在生命终老的前夜还要利用剩余价值，“私了”以平世界公议，我们实在不能再沉默、再坐视了，我们要举办这次活动，援助慰安妇，使她们虽然屈辱了青春、屈辱了一生，但在生命尽头，终于有了正面的意义，让她们告诉世界、告诉人类、告诉历史：日本人既不是“好的胜利者”，也不是“好的失败者”，日本人失败了还如此卑鄙可恶，他们绝非高雅的菊花，“终战”五十年，他们终于还是站在那里的衣冠禽兽！,补偿不该变成二次羞辱,补偿若只为摆平舆论、压低责任、逼受害者接受不平等条件，就会从修复变成第二次伤害。真正的援助要让受害者在生命尽头重新获得意义和尊严，而不是把他们的痛苦再折算成加害者方便脱身的价钱。,尊严;补偿;受害者
LZWJ015,《李敖杂文集》,007.为什么要声讨法轮功？.txt,为什么要声讨法轮功？,“法轮功”是中国的新兴宗教，它的教主在1998年12月25日写信明说：“我们不是健身气功，我们是修炼，但是我们能够使修炼者达到祛病健身”。如果纯粹是“祛病健身”，没人要反对它，问题出在它要“修炼”，这就是祸源。中国历来的民间宗教，从汉朝的“五斗米道”开始，邪教无不以“修炼”起家，到头来以动乱祸国。它的走向，连邪教自己都掌握不住，都收拾不了。更恐怖的是，它的扩散能力，由于现代科技的帮助、广播、电视、网络、电影、传真等等，已经爆发出惊人的“运动战”能量。想想看，中国共产党成立77年的时候，党员才5000万，可是“法轮功”创办了只7年，就号称弟子一亿人了，一旦弟子走火入魔了，“白莲教”和“义和团”又算老几呢？再加上唯恐中国不乱的洋人介入，（yubar按: 从美国的洛杉矶支援大游行到美国的46名参议员签名推广“法轮功”教主进军诺贝尔和平奖），我们不难看到这一走向。所以，我赞成声讨“法轮功”，因为它有爆炸性的祸害，它太不稳定了。,面对救赎承诺要检查稳定性,凡是号称能治病、修炼、拯救、组织人群的团体，都不该只听它的美好承诺，还要看它有没有稳定的约束、可核验的边界和失控时的刹车。热情一旦配上封闭信念和扩散能力，就可能从安慰变成危险；判断信仰或组织，关键在它如何处理失控。,警惕;组织;公共风险
LZWJ016,《李敖杂文集》,008.阿扁的四条出路.txt,阿扁的四条出路,"权力本身需要培养，行使权力的人也需要培养。李登辉在蒋经国身边作学徒，虽然笨，但也学了很多，比如见到蒋经国，他只敢坐1/3椅子，否则就是失态。李登辉学会朝廷的礼仪，与蒋经国讲话时，连屁股都处理得很好，行使权力自也行使得很好。
但陈水扁没这个训练，整个民进党团队也缺乏这种训练。民进党内不培养人才，使得他们接到天下，却不知如何处理。就像美国总统杰克逊当选后，竟骑着马队进白宫，感觉好像枪手抢了白宫一样。但台湾今日政局细腻，不能这样粗糙，于是阿扁团队面对粗糙现象，却无法解决。
台湾政局运作得非常不细腻，就是阿扁所面对的烦恼。阿扁是政治的得利者，美丽岛事件后，美丽岛人都坐了牢，但美丽岛的律师却在战场上捡战利品，美丽岛人在台上的只剩吕秀莲，陈菊位置较小，其他则都不见了。",权力需要训练才能行使得细腻,位置到了手里，不等于就会使用那份权力。李敖谈政治人物时说，权力本身需要培养，行使权力的人也需要培养；人生中突然得到资源、地位或舞台，也要先学分寸、礼仪和判断，否则粗糙会把机会变成麻烦。,权力;训练;分寸
LZWJ017,《李敖杂文集》,010.我所知道的韩福瑞.txt,我所知道的韩福瑞,"韩福瑞能够有一付好口才，跟他同时有一付好的记忆力很有关系。尤其在广大的社交场合中，你更可惊异于他那口才与记忆力的双料表演。一般记忆力好的政界人物，大多止于能记住对方的名字，可是韩福瑞却技高一筹：他会记得你上次谈到的妈妈怎样怎样，宝宝如何如何。这种因好的记忆力而发出来的踏实关切，使你不但惊讶，并且深觉有味。以我个人为例，记得我初次和陈纳德将军回华盛顿的时候，曾遇见韩福瑞。等我第二次到华盛顿的时候，已是十年以后的事了。我们又碰了面。有人说那是陈纳德的太太，韩福瑞立刻说：“噢，对了，我在参议院那边见过你！”又有一次，我同华府的一位高级官员，同去参加一个聚会，那位官员在我前面，他看到韩福瑞，立刻迎上去握手招呼。这时韩福瑞看到我，立刻笑着对那位官员说：“现在办公时间已过，我才不跟你谈话呢！我要跟你后面那位漂亮的小姐说话！”说着就走了过来。这就是我所说的韩福瑞口才与记忆力的双料表演。
在美国的政治圈里，要当政治家，不能没有政治资本。政治资本如金钱、如组织背景等等。韩福瑞贫苦出身，所以讲到金钱方面的政治资本，他是没有的；我记得当他竞选副总统的时候，民主党、共和党两方面，都把竞选人的财产公布，韩福瑞虽然那时已在美国政治圈里混了二十多年，但他的财产只不过十万美金，比起其他竞选人的巨大财富来，真是“小巫见大巫”。韩福瑞虽然没有钱，可是却用充沛的精力去苦干。据说有一次，在他竞选旅行时，很多记者包围他。韩福瑞就把脚举起来，让记者们参观他的大皮鞋底，他说：“你们看，我走得皮鞋都穿洞了！”这种态度，不但反映了他那仆仆风尘的努力，更表示了他那来自农村的朴实精神。",信用资本不只来自钱和组织,韩福瑞没有巨额财富，却靠口才、记忆、精力、人缘和苦干形成另一种资本。人生里的资源也不只是一眼可见的钱和背景；能让别人感到被记住、被理解、被认真对待的能力，同样会慢慢积成可用的信用。,人际资本;努力;信用
LZWJ018,《李敖杂文集》,010.我所知道的韩福瑞.txt,我所知道的韩福瑞,"韩福瑞夫人跟韩福瑞一样平易近人，而且风趣，夫妇之间，非常恩爱。当了副总统后，虽然韩福瑞整天在外办公、旅行、访问，忙得有时很少跟太太见面；但在百忙中，他也常打电话回家，问太太有点什么事没有。太太出门，韩福瑞再忙也一定抽空到机场接送。他回来，他太太也一定去接他。有一次在机场上，有人开玩笑故意问他太太：“你等什么人呀！”她回答说：“我等那位也在等着我的人！”今年圣诞节，他们互相选同一条狗给对方做圣诞礼物，他说是送给太太，她也说是送给先生，意思是先生不在，这个礼物可以替太太解闷，太太不在，又可以逗先生玩玩。
韩福瑞曾以得意的神气告诉我，他已有几位可爱的孙子。他的夫人，对于儿女更是非常疼爱，且以儿孙为荣。有时候，在社交场合里，如果韩福瑞没和太太一起来，若有人问他：“你太太到哪儿去了？”他准会回答：“去照顾孙子去了！”这是他的家庭之乐。这种乐趣，在美国家庭中，也不失为是一种典范。
今年一月韩福瑞到中国来以前，曾特地叫他的秘书来看我，问我有没有托他办的事？等他到了台湾以后，虽然只有匆忙的几个钟头的停留时间，可是他却要到台北新公园，向先夫陈纳德将军的铜像献花致意。后来，他回到华盛顿，又派秘书将他在台湾拍的一些照片送给我。他是个忙人，工作又那么重，可是还能这样周到，周到到每一个小节都做得那样有人情味，那样精细巧妙。这真是他的大本领！这种本领，不但可使人了解一个现代化的政治家应该怎样，更使人知道什么样才是一个好丈夫、一个可爱的父亲，和一个一提到孙子就得意的祖父。",忙人更要在小节上有人情味,真正的人情味不在空泛亲切，而在忙到极处仍记得该关心的细节。能打电话回家、接送家人、派人问候、在短暂停留中完成礼数，说明一个人没有让事务吞掉心；越忙越能顾到小节，越显出修养。,人情味;细节;修养
LZWJ019,《李敖杂文集》,010.我所知道的韩福瑞.txt,我所知道的韩福瑞,不久以前，在美国一家电视节目中，韩福瑞接受记者访问，他除了谈到政治、外交、国家大事、世界大势以外，记者问到他：“你现在已经是个非常成功的政治家了，你觉得你最大的成功秘诀是什么？”韩福瑞毫不迟疑地回答：“我有一位好太太！”,把家人的支持算进成功,谈成功时，人常把功劳全放在个人能力上，却忘了家庭提供的安稳、牵挂和互相成全。韩福瑞把成功秘诀归给好太太，提醒人不要把亲密关系当成理所当然；懂得承认家人的支持，成就才不显得孤傲。,家庭;感恩;成功
LZWJ020,《李敖杂文集》,010.我所知道的韩福瑞.txt,我所知道的韩福瑞,"最近几月来，詹森在内政上费去很多时间。为了争取国内国外对美国在越南作战支持，他自己不能出去，而改派韩福瑞代表他，到各国旅行访问，向一般官方民方，解释美国的越战政策，收效极大。在一个月之内，詹森甚至派韩福瑞出来两次，可见詹森重视韩福瑞的一斑。
在过去，韩福瑞对于亚洲问题，对于越战，也许不够了解，不够深入；可是最近一两年来，自他当了副总统以后，在这方面很虚心求知，肯和别人研究讨论，并且开通的不断听取各方面的报告，不断亲自去看各方面的情形，因而使他对东方的认识，日益增加。
像这类观点上的进步，它的基础，乃是由于韩福瑞本是知识广博的人物，他有著作，并且又有随时吸收新知识的习惯。记得有一次，他快竞选副总统的时候，我们两人凑巧同机从加州飞回华盛顿，当时很多人包围他，跟他谈话。他看到我，就请我过去坐在一起聊天，虽然他是药剂师岀身，可是谈起话来，对于天文、地理，似乎也无所不通。当飞机飞到明尼苏达州他的故乡上空时，他就津津乐道他的故乡风光。突然间，地面上岀现一条河，他看了半天，也叫不岀这条河的名字。于是去请教空中小姐，但空中小姐也搞不清楚。韩福瑞大笑起来，他说：“看样子，‘空’小姐，要先读读‘地理’啦！”",不了解的领域要虚心补课,韩福瑞对亚洲和越战的认识，并非一开始就深入，而是靠不断听报告、研究讨论、亲自观察而进步。人最怕把当前无知当成永久判断；承认自己不够懂，再持续吸收新知识，观点才会有成长的可能。,学习;虚心;认知更新
LZWJ021,《李敖杂文集》,011.关于韩福瑞和他的思想.txt,关于韩福瑞和他的思想,"“知识，做为人力的资源，具有最高度的机动性和伸缩性。”
他又说：
“充分运用‘智力资本’，使美国形成一种新的力量，产生更多教育良好且有技能的工作人员，使更多国民接受适当的训练，使能配合美国工艺革命性的改进步骤而有所作为，对社会有所贡献。这样，才能真正排除妨害国家富强的障碍，真正消灭贫穷。”",知识资本比权势更能消灭贫穷,一时的权势、暴力和专制看似能迅速改变局面，但真正能排除贫穷和落后的，是教育、技能和知识形成的智力资本。个人也是如此：最可靠的翻身办法不是求一次侥幸，而是让自己的知识具有机动性和伸缩性。,知识;教育;长期主义
LZWJ022,《李敖杂文集》,011.关于韩福瑞和他的思想.txt,关于韩福瑞和他的思想,"“倘若我们动感情来反击这样的感情主义，那么，我们是错了。倘若我们让极端分子在我们中间使我们由于恐惧或煽动，而采取冲动的镇压措施，那么，我们是错了。我们从不用政治迫害的手段来达到指定的目的。倘若不择手段去处理这些事情，将会严重伤害我们自由的方针，和损害我们的自尊。
“‘对敌人报复的最好方法，就是不要像他们一样的作为。’处理狂热分子的最好办法，是避免用他们的战术；对他们所缺少的民主，要坚决保持信心。在丰足中，我们自有真正的难题；极端分子的狂想，竟耗费了我们很多的时间，这真是可悲的无可奈何的事情。”
这是做为一个现代化政治家所必须具有的胸襟。无疑的，韩福瑞本人最具有这种胸襟，而一个乐观的信仰使他倾向于相信：那些落伍的政治家们，也该迟早具有这种胸襟！",反击极端者不要学他们的手段,面对狂热和极端，最大的诱惑是用同样的感情、恐惧和迫害还击。可是报复敌人的最好方法，正是不要变成敌人的样子；守住程序、自尊和民主信念，往往比一时痛快的镇压更能保住自己的原则。,原则;反极端;自制
LZWJ023,《李敖杂文集》,011.关于韩福瑞和他的思想.txt,关于韩福瑞和他的思想,总观韩福瑞这个人和他的思想，我们不得不说，他带给东方人一种博大的眼光和感觉。而这种眼光和感觉，在久受教条桎梏下的东方人民，将需要的更形迫切。,开阔眼光是摆脱教条的入口,长期生活在固定教条里，人会误以为世界只有一种解释。开阔眼光并不是崇拜外人，而是练习同时看自己、看别人、看世界；能让视野比口号更大，人才可能从习惯性的桎梏中走出来。,视野;教条;开放
LZWJ024,《李敖杂文集》,013.《李敖中文大句典》构想书.txt,《李敖中文大句典》构想书,"林语堂垂老之年，蒋介石送他一幢别墅在阳明山，又得香港中文大学赞助，以六年时间，编出一千七百页的《林语堂当代汉英词典》。这部书，除了部份个别词儿“畅所欲译”（translate with gusto）外，作为词典，有点浑身不对劲，尤其在检索系统和拼音系统上，陷入魔障，难以自拔。虽然词典编得不怎么样，但六年辛勤，成此巨帙，精神可嘉。
如今我也垂老之年了，也在阳明山，没有别墅，但书房自备，何陋之有。忽得祖国诸君子之助，勉我于文化发功、以益两岸。我早就在刘长乐凤凰电视上，提出句典构想。今后如能比照林语堂六年计划，从二〇〇九到二〇—五，在八十大寿前，成书以庆，于我为素愿、于祖国诸君子为善举、于中文发扬光大为前无古人后无来者，又何乐不为？",愿望排成工程才容易落实,文化愿望若只停在豪情里，很快会散掉；一旦把它排成六年计划、明确期限、协作方式和成书目标，愿望就变成工程。人生中想做大事，不能只说“有一天”，要把对象、时间、资源和交付形态安排清楚。,计划;执行;文化工程
LZWJ025,《李敖杂文集》,014.给吕佳真的工作日志.txt,给吕佳真的工作日志,①要讲效率，电话不能超过十分钟！,效率要有可量化的边界,“讲效率”若没有边界，很容易沦为空话。把电话限制在十分钟内，看似严厉，其实是在让时间成本变得可见；凡是经常被拖长、拖散的事务，都需要一个明确尺度，才能从感觉上的忙变成真正的有效。,效率;时间管理;工作方法
LZWJ026,《李敖杂文集》,014.给吕佳真的工作日志.txt,给吕佳真的工作日志,"②要尊重自己工作单位的秘密，总要反省反省老板还没发表的文章为什么连LCC都知道！
③除非去天翼，除非下班时间，离开单位20分钟以上，总该告知你去了哪里！这是行规！",职场信用从守秘密和交代去向开始,工作中的信任不是靠表态建立，而是靠守住单位秘密、离开岗位时说清去向、不给别人留下误会和风险。一个人若连消息边界和行踪交代都做不好，再多能力也会让组织不安心；职业基本功往往就藏在这些小规矩里。,职场;信任;边界
LZWJ027,《李敖杂文集》,014.给吕佳真的工作日志.txt,给吕佳真的工作日志,"④本日开始恢复工作日志，下班后放我桌上。一切以书面为准，省得自以为是后又归罪他人。
⑤全世界单位里总要有一个人说了算，这是行规，这是座右铭上的“谨言慎行”，都是你有理，老板的理算什么？",工作日志能把误会挡在事前,只靠口头记忆和个人理解，最容易在出错后互相推诿。工作日志的价值，不只是留档，而是让当天做了什么、谁负责什么、何时交代过什么都摆到桌面上；记录越清楚，自以为是和事后归罪的空间越小。,工作日志;责任;职场方法
LZWJ028,《李敖杂文集》,014.给吕佳真的工作日志.txt,给吕佳真的工作日志,⑥请准备各种面额邮票，不该寄限时的，为什么要多花钱？这是哪一国的理？,成本意识也是职业伦理,不该寄限时却多花钱，看似只是邮票小事，背后是对资源有没有敬畏。职业伦理不只包括忠诚和勤快，也包括不随手浪费别人的钱；能在小费用上有成本意识，才说明做事不是只图自己方便。,成本意识;职业伦理;节制
LZWJ029,《李敖杂文集》,015.《政治家》开“李敖答问”专栏缘起.txt,《政治家》开“李敖答问”专栏缘起,"被国民党按住脖子停刊一年的《政治家》，即将刑尽期满，重新复刊了。邓维贤为了发挥《政治家》复刊后的影响力，决定大干一票，干脆把半月刊改为周刊了。他约我开一新专栏，我情不可却、义不容辞，自然遵命，说开就开。
我的新专栏订名为“李敖答问”，每期刊出。内容是把海内外读者提出的有意义的问题，先由《政治家》编辑部择要选出，交给我，再由我随兴之所至，行云流水的予以作答。读者提出的问题，内容不拘，从拆白党到国民党、从干你娘到丈母娘、从人间小事到世界大事、从孔子离婚到李敖离婚，五花八门，都可写信向《政治家》提出，只请提出之先，多注意要“有意义”才算，“有意义”，不论是疑难杂症或是盘根错节，不论是老生常谈或是童言无忌，我都乐于作答；反过来说，没有意义，自然也就不答了。不过不答也不必失望，因为不答也就是一种答。古语说：“以不教教之，是谓教也。”当我行“不言之教”的时候，人们还是可以得到窃喜与禅悦。",先把问题提到有意义,好回答先要有好问题。李敖开答问专栏时强调问题必须“有意义”，没有意义不答也是一种答；人生中向别人求教、向世界发问，都应先把问题想清楚，否则得到的不是智慧，只是噪音的回声。,提问;学习;判断
